EDGAR Country Code,Country,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
BMU,Bermuda,0.069788273320178,0.066692969972206,0.05448762957971,0.058484946654087,0.056331453108596,0.054445443365419,0.054136421614113,0.05250285178831,0.051700830030203,0.048774252654822,0.033458002413469,0.031548352896064,0.034470344987595,0.03450017504944,0.034412671880255,0.035811191302499,0.040238833922564,0.04640212045534,0.047469060880566,0.044855345227902,0.056983603528151,0.032506588939228,0.039950901831578,0.045709409623145,0.060732080086154,0.050027021407605,0.065313787476003,0.057016190742185,0.066478349156505,0.072902135821587,0.07266488975001,0.068234141503035,0.068621291718737
BOL,Bolivia,0.99322054812987,0.99776450506091,1.0225448477549,1.0428097544759,1.0543738964633,0.80964838733242,0.77130686458291,0.81736263024127,0.70504362551886,0.70228635322226,0.68462523634083,0.65061593210879,0.66794247211376,0.67629035374597,0.69319515672065,0.68702369718788,0.6790212928484,0.68903637640666,0.67064566891387,0.6623790513579,0.69615345772379,0.67830272234495,0.6784887584597,0.66726983139692,0.64816334081826,0.62902201691272,0.62038630470093,0.60040713360295,0.57900307153672,0.56887884151393,0.58851812284756,0.59930712315382,0.58317176694389
BRA,Brazil,0.44375995423726,0.45581562942484,0.47278943120967,0.46648759077537,0.45680199341573,0.459074607918,0.45321291949566,0.45271219614768,0.4604440857047,0.46729801331982,0.4609697952483,0.46224995775095,0.46045473990296,0.47050660179078,0.4672722964324,0.45639355439744,0.44232161762529,0.42350748597274,0.41408767062038,0.40569691128095,0.4045869084133,0.40075414719473,0.40541234741361,0.40538324172878,0.41448262075925,0.42463765581458,0.43133956152859,0.42999357880757,0.41495449016671,0.41203236749976,0.42474963576606,0.42528690910866,0.40325526000215
BRB,Barbados,0.23535703401254,0.23800858265268,0.2479025858163,0.23520430418317,0.2246458770114,0.22399137151845,0.21498156590853,0.22875466849345,0.2362548955322,0.23793759347055,0.20839058550252,0.20607335210187,0.20900538355531,0.21211221272201,0.20926816557956,0.20382529442954,0.19750379511655,0.18850002756069,0.21505271978342,0.22415887579695,0.234422325018,0.20752023967176,0.20367781351314,0.2331115823664,0.21264442498786,0.21309419425922,0.21807377671383,0.18932529169198,0.21437101277486,0.23022370442138,0.23729944412456,0.23376411510534,0.21811135873499
BRN,Brunei,0.44400611372118,0.4499960071437,0.4325186262113,0.4523118352647,0.45981907493506,0.46689766255911,0.46523215724627,0.50269656608123,0.46893840970897,0.47035393312992,0.49006301525109,0.49750551984088,0.45558268077274,0.49463362862764,0.46015343917179,0.4499712492363,0.56441194040795,0.53906773980118,0.63680994024011,0.59344604882516,0.53555575624748,0.53547062866431,0.52334955212322,0.51609986479874,0.51392371313951,0.48444913710078,0.50742786648016,0.52736024485749,0.550239716645,0.49914161069013,0.56870045800747,0.5730178920571,0.5629353295039
BTN,Bhutan,0.75916869854415,0.77859963279259,0.71496904236948,0.70807938661958,0.70214376412279,0.80059978448562,0.79381566741217,0.77024864631034,0.74252532538542,0.73379157872408,0.6743596236633,0.62175276258491,0.57193723038603,0.53767585617071,0.51075968796798,0.52331179808071,0.4915933447227,0.4228179665093,0.3898742976689,0.42025680164374,0.39469004000527,0.40054620628552,0.37285360170387,0.38222174321496,0.36200813624562,0.36354347986834,0.3550082461404,0.35862945753542,0.37467435971183,0.37511352834416,0.4184550009336,0.36047960504424,0.37420401610013
BWA,Botswana,0.75920789951048,0.63305834203538,0.63406441385447,0.60396206700541,0.59204362738618,0.62032025417679,0.52985257853583,0.50452388557944,0.55059873903435,0.53571980538618,0.54382247149092,0.51349013475877,0.4635718833717,0.43275207094499,0.41896420650998,0.42859507535411,0.39077461058154,0.37615602545159,0.37408337314044,0.43382385528344,0.38592343758334,0.37533479148138,0.34277335672118,0.36658425970131,0.37276195913113,0.40566104425274,0.35280694269255,0.3446161255803,0.35674110058779,0.31529445118283,0.30693662672702,0.29392000310756,0.30886804531913
CAF,Central African Republic,2.31962481039,2.485324409098,2.6534434626008,2.4798008870157,2.5622541753168,2.4520689549253,2.6602781068734,2.2848387403637,2.5305669259504,2.4056520131372,2.5279576353366,2.5316531726888,2.2016562711098,2.6232910055768,2.3212464367126,2.4810043554946,2.3825390671183,2.4429045700296,2.3994480513679,2.0830073629169,2.1173832903885,2.2055661341055,2.0463013175185,3.2026441069541,3.1712196102912,3.1500948275026,3.194364826044,2.9379521395558,2.8918046212254,2.8021076125691,2.8387051667205,2.8726727108351,2.9424539235035
CAN,Canada,0.60826605050076,0.61579939110885,0.62730690681263,0.61507446354216,0.61380311054743,0.61197241692886,0.61796251751913,0.60394368625982,0.58857409783233,0.56877680675322,0.55991718092791,0.54235532418586,0.54368420436073,0.54773880639173,0.52853721447956,0.51725696589361,0.50237034436239,0.51478948081179,0.49201436882489,0.479045665295,0.47599795765643,0.47169655414358,0.46499981607006,0.46116907781171,0.45607422654744,0.45060114695966,0.44265371160526,0.4377035265619,0.4340154858871,0.41932639695352,0.40534904217823,0.39772228939346,0.39710888400574
CHE,Switzerland and Liechtenstein,0.14523068843327,0.1526374487691,0.1518937906577,0.14493421945039,0.14025213768672,0.14172096481042,0.14251347296281,0.13573104983643,0.13549442034652,0.13360666969393,0.12669771116557,0.1282822121789,0.12457701915744,0.12744525493754,0.12550498483381,0.12372418610409,0.11763507538843,0.1091928784383,0.10933970895615,0.1081332491144,0.10819159384451,0.098604958740389,0.10004383265475,0.10060222099645,0.091685632899846,0.089040709248371,0.088116888588331,0.085391391984754,0.080813826588678,0.079622789627863,0.077212486517471,0.075365818174475,0.073177257777126
CHL,Chile,0.46924171748952,0.42518768229598,0.39797471830845,0.38861112441307,0.39193573142362,0.38746757779641,0.39886950096653,0.40289021583987,0.38923874524572,0.40635334422885,0.37266205208234,0.35484159825184,0.34556862169606,0.33795852978868,0.33681022898895,0.32075833164312,0.3067145773155,0.31679375484152,0.31995530301501,0.31061177371772,0.29770022986555,0.30737062002619,0.29896430690513,0.29357909994725,0.27082592948116,0.27705225313688,0.2841587584992,0.28487498701245,0.27824508940588,0.2890345801567,0.29089394357073,0.28393550528044,0.26999418309527
CHN,China,2.520145388609,2.3829951450067,2.1421088956661,1.9697742180837,1.8123944649587,1.7817991370392,1.6197538496086,1.4938196568148,1.4076075779998,1.2943893343379,1.2448975651952,1.1912671238819,1.1565640006297,1.1777584955261,1.2102356185079,1.2123714224605,1.1776444427075,1.0993827382475,1.0254947492851,0.99572616059235,0.97311485130548,0.96565930481358,0.92055177588186,0.89101027449911,0.8395948722895,0.77457222140684,0.72315872098567,0.68940012514935,0.67344534213898,0.64936325018614,0.64704977004863,0.62684528680861,0.61065317363366
CIV,Côte d’Ivoire,0.21761266912339,0.22489653409619,0.22938569188942,0.2337649304776,0.25041402825313,0.2460158451849,0.25358660634191,0.25328227236289,0.24052281180087,0.26910948583926,0.26931124735483,0.27903510968671,0.29995701873089,0.29165468313784,0.29596906805512,0.30983455872188,0.30522918887514,0.30359485066844,0.30038224626731,0.28229199881433,0.28243387904706,0.30726376513838,0.31902513995007,0.30423312797936,0.28821849490672,0.28006297813792,0.27173593070468,0.2617571326962,0.25138539923143,0.24848193541644,0.24635600049302,0.24159775901559,0.23199451172238
CMR,Cameroon,0.78528992566077,0.79723655828744,0.79717461341226,0.8450036080527,0.80832466662832,0.80322432434657,0.80740388611624,0.76322680796754,0.74730155543534,0.73234032112432,0.73741266095346,0.70890372076206,0.65626829314104,0.63654656204632,0.59117118438984,0.58217951520828,0.54892156140753,0.54031619376213,0.52292860565675,0.52195515760682,0.50287250733762,0.48122904671472,0.47234730034555,0.47989440017107,0.48029741664544,0.49329854352076,0.48600491316124,0.45237615088733,0.44622233498539,0.4401587464865,0.44833046401421,0.43383151648701,0.41427230519964
COD,Democratic Republic of the Congo,0.45369631358391,0.46069896744937,0.52691814045254,0.63600710420698,0.64638952788056,0.65084751506269,0.68085426851919,0.70319720909871,0.72846776421092,0.74781982489575,0.87809013391632,0.82940955741775,0.79111810936027,0.78231893125799,0.74904749221146,0.72573005469963,0.70399273130784,0.68570936489961,0.66108740810732,0.64744152505222,0.66331730750021,0.63886253808889,0.70421383395312,0.70477452798848,0.69735383884534,0.64832705873184,0.64179120082472,0.65237909348094,0.61192835266595,0.6068753982106,0.60818440259329,0.58851258389131,0.54962630974386
COG,Congo,0.95988331109101,0.92872847733194,0.91404304902111,0.95465860184853,0.89088613235485,1.0489094753182,1.288118503609,1.353333064016,1.5565121311933,1.6310162348887,1.6427331839267,1.4778338934523,0.94611263216755,1.0512170691462,1.0945342230225,1.2341765049858,1.2579804398729,1.159981552665,1.0837487909931,1.0593248543892,1.050340116574,0.98887313355639,0.8665045592245,0.84744170992024,0.81168821647623,0.83710894808155,0.92603535546449,1.0516233383295,1.290137490091,1.3525729401512,1.3815682852552,1.3300712942861,1.3545371874202
COK,Cook Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COL,Colombia,0.50584984797314,0.5003997624898,0.49468152958255,0.48386251174133,0.46144387326512,0.45324360841774,0.44433977052186,0.45068630362457,0.45588009625015,0.44064169991668,0.44422262372709,0.44029812630671,0.4264989216374,0.41246446063749,0.39363765605337,0.38448767404047,0.36154303786533,0.34753772809178,0.3395547045395,0.34578070316333,0.34024718731181,0.32379080608988,0.30793401004758,0.3062070061921,0.29461506108084,0.28814396230975,0.28828422995516,0.27929000136779,0.28394856698859,0.28059506125394,0.3029117616851,0.27784077820436,0.26546954696223
COM,Comoros,0.27227943504491,0.29821981686979,0.2745675846893,0.27141643894702,0.2896625545294,0.28653944725124,0.2966552400215,0.28974595649601,0.30221368583265,0.30656718020154,0.29510119294219,0.30012403694272,0.30122669007205,0.31010809688423,0.31673491122662,0.31103649232471,0.32621715077411,0.28989459722673,0.28854626450827,0.29712259574359,0.3066748469956,0.29404902918252,0.29366822870433,0.29848026329006,0.28927453411002,0.29654333906339,0.29962604215861,0.31489676637241,0.31675599070983,0.3275973578318,0.33361129542343,0.34216292790658,0.33952323434097
CPV,Cabo Verde,0.34663074490065,0.37914364974484,0.38047207112586,0.35349106871854,0.29320847922682,0.28230597825357,0.24376606823268,0.2309443884653,0.21849337024046,0.20335851306929,0.27822327918515,0.29107914997471,0.29459759996903,0.27119416746889,0.26366833695338,0.33350655736478,0.32930010351849,0.31278835931889,0.28577766733032,0.28327812402467,0.2960179674683,0.31686570055819,0.28140872890246,0.27423827981477,0.28765425550242,0.28868363581125,0.28157748254164,0.27508932515754,0.26902923148301,0.25731381790668,0.32478797389175,0.32361129467416,0.28564714481457
CRI,Costa Rica,0.32289761981587,0.32500737614223,0.33282819377108,0.31186807251071,0.30873289214048,0.28448021489813,0.27846772827464,0.2643462262945,0.25961472080428,0.24391238623841,0.22949193833572,0.22552201741753,0.218753666487,0.21811785088906,0.21362915480209,0.20517250490849,0.19787461583043,0.19924236683037,0.19263819041738,0.19193321718769,0.18414867122679,0.18502477994194,0.17260138539219,0.17240914044798,0.1700504432743,0.16152347639182,0.16205219382441,0.15941475293212,0.1605073743163,0.15636443344016,0.14861148407472,0.14841184593228,0.14802401711308
CUB,Cuba,0.38783569697813,0.37048830497124,0.36778024098924,0.39302355376133,0.40230598804584,0.40021911614186,0.39697672494797,0.40488119612256,0.39488531896394,0.37500009139176,0.35763359170081,0.33533946089661,0.32167765870855,0.30429650682637,0.28159239157251,0.25390328427209,0.23386916982938,0.22302202118075,0.21207532687774,0.21203007557334,0.209597411117,0.20354129690262,0.20242943303718,0.19845820067027,0.1885178803934,0.18756757043152,0.17959230895465,0.17169494208569,0.16912451868512,0.15693523783384,0.16081290433668,0.15493944719689,0.15660868312889
CYM,Cayman Islands,0.053738152083414,0.055787110120207,0.061151743053781,0.050638808715218,0.062734928569664,0.062914607184802,0.063011970038216,0.056770187957957,0.052665831085328,0.052861816038098,0.04581361377469,0.048143485729592,0.054659898874196,0.050301018741358,0.051386198452371,0.043980316458636,0.043052087530979,0.051908962477482,0.058293828209948,0.061892634793027,0.069142106732807,0.057198967358353,0.056100386568616,0.064702927947508,0.064668996020039,0.064951005824683,0.065232820974294,0.065821556973724,0.065487440637934,0.083173504779995,0.075469180345373,0.070347128854847,0.064314810542792
CYP,Cyprus,0.37919028761679,0.41305363682389,0.40262252898508,0.41758572590384,0.41060558896242,0.37304004499463,0.38956067511244,0.38371899744733,0.3776798714751,0.37266268144831,0.36329041268673,0.34622050011335,0.34282176673607,0.360724468819,0.34141510474303,0.32945931004878,0.31868969437164,0.31307621560315,0.30840106394483,0.30837516793146,0.30397572786587,0.29535680617092,0.28629740714237,0.28140543819512,0.30058805497109,0.29315294552515,0.28870956775222,0.27853031122803,0.27078867916201,0.2713077522774,0.27087393474515,0.27644524359374,0.26806648415733
CZE,Czechia,0.80916858098612,0.82927874099732,0.79495849717629,0.76247050560118,0.7099939262745,0.66180700154367,0.65201797503719,0.63895207384893,0.61267531277166,0.5707340892841,0.60200737392633,0.58644246775207,0.55686437758115,0.55022467747711,0.52917391579387,0.48717401923875,0.46011109004792,0.44066788448614,0.41311787361731,0.41312048501253,0.4092434925363,0.39563262125595,0.38686847474614,0.37336967380069,0.35908785010705,0.34441376885043,0.3387079784224,0.32453342201294,0.31027299265482,0.28905717558521,0.28296148781778,0.28779200314458,0.28385944208242
DEU,Germany,0.42372204947045,0.39473642877549,0.36692639708174,0.36625913100037,0.35318115466771,0.34533117897484,0.35106724085504,0.33310689197957,0.32058206549787,0.3029179545617,0.29249850121642,0.29081350151693,0.28625940347654,0.28789034969214,0.27990167247642,0.27140651670362,0.26305733856948,0.24735061696609,0.24544806717498,0.24294085297764,0.24482787721221,0.22857158818718,0.23075531106017,0.23407167247136,0.21927794191056,0.21730853245757,0.21305293318403,0.20378406680395,0.19517466749194,0.18100137107738,0.17428010576765,0.17911383848132,0.17409558467437
