Substance,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CO2,ABW,Aruba,0.025213788833574,0.028827751941069,0.039472108364192,0.044289439329337,0.043469147392545,0.057396273707405,0.056422910044529,0.067099763182511,0.071936981372037,0.075919037495979,0.079799629373269,0.082922216305106,0.08216519470002,0.084463317891102,0.098628911320429,0.10417753093914,0.11378197563762,0.12873667592877,0.14288981881301,0.19747182266419,0.18932610275024,0.2153800975572,0.23899268207937,0.24113226342817,0.26649634620539,0.29459073884207,0.19407250621708,0.31832153060813,0.32582245536093,0.31575450454637,0.24608429823334,0.2540716722306,0.27261050159365,0.31660796966192,0.3269582976571,0.35822268161373,0.38556949655174,0.42449075480432,0.42077113917373,0.4580627458223,0.45006712220608,0.27540898922305,0.36854379684568,0.42488979621375,0.4352501655136,0.43673593823855,0.45374020677124,0.42684206958472,0.46110133095344,0.53384757979952,0.45358696712823,0.43795266480844,0.45506486404987
CO2,AFG,Afghanistan,1.7340530065952,1.7338423979547,1.6936723672307,1.7338828691311,2.1902538923876,2.0288777489402,1.8925914522772,2.2824287890245,1.9339739695605,2.0591802578492,2.0062826675393,2.2597928383052,2.3094606480427,3.0015471882867,3.224530166525,4.1231791942695,3.941435631315,3.2726442664354,3.0878102244985,2.8959397228242,2.8964898805871,2.7663471320411,1.6826179936943,1.6082778493979,1.5357733386758,1.3595089973168,1.3316674845977,1.3154212667191,1.3258143011952,1.283226655607,1.071216778497,0.98830992081569,0.97288080075159,1.0587529292493,0.93916570042275,1.3338331524933,1.4773553624497,2.0635819376151,4.0295813231809,6.4864343425602,8.0862821385053,11.800614353493,10.176586506355,8.6910740701053,8.2796863889339,8.7195948387546,7.9372683070916,8.5468875427298,8.1289043134765,7.4479022396583,5.4686810014473,5.6392143685227,5.6757706590661
CO2,AGO,Angola,8.9481529921366,8.5337787183522,10.383703734978,11.367327431133,11.827856464985,10.924099282054,7.3108330380189,12.051076206993,14.232404714262,14.197356095318,14.33466400167,13.248203790239,12.787517554269,13.243239746114,13.381682895345,14.132241764151,14.280827578214,14.545762294081,14.996291765827,15.159047427639,11.288831327167,11.841420736444,12.186451810213,12.203607466973,11.557810371007,13.029190543156,15.762229312401,16.489563292495,17.12696460981,18.123139444057,16.603528286821,16.283038396224,16.025016156644,17.438431451761,17.803828100953,15.964112903888,16.722634969495,17.235566431701,19.489006616734,21.310872712974,22.961840222905,23.854628432507,24.178213887426,27.812832830393,30.385166044932,32.59642457386,30.53968511171,26.137399328504,24.650341993487,25.326604587815,20.719036400492,21.560599543426,20.185668454826
CO2,AIA,Anguilla,0.0021775867040969,0.0021776893425208,0.0022731902430628,0.002118480499722,0.0023598362010186,0.0025936535569139,0.0024441453214853,0.0025467721842913,0.002911352856388,0.0032227556920992,0.0044223644274478,0.0066494265188572,0.0070284162854852,0.0060983831507769,0.0058106470719011,0.0036804964819132,0.0031646263042806,0.0061363205444113,0.0058082075990453,0.0061600603778578,0.0061265226144105,0.0075920200108486,0.0079159730294381,0.0099656471967764,0.013145114380028,0.016409894230213,0.01622794502688,0.013578708454875,0.012464076026927,0.011766500202505,0.015547556311903,0.015926577094562,0.010875333023767,0.014123900753005,0.013489464351788,0.013679754622313,0.012831096196334,0.012373733002586,0.015287871409898,0.020180649683011,0.024024484076903,0.026028307016954,0.026043738122975,0.027961269320063,0.027917050273862,0.028026636357303,0.028361313243207,0.029084087931272,0.028244834534978,0.027602020666215,0.022801673377006,0.022015916518939,0.022819878897908
CO2,AIR,International Aviation,168.60251538282,168.60251538282,178.8060501789,186.47395836758,179.45449191348,173.53970054727,173.85245669297,189.57715703789,196.38344263203,203.13253478496,201.93397890039,201.32717005547,208.52193014023,210.39285392685,218.29544976084,224.40275531465,246.60581827198,260.60921779673,275.3388957675,289.30714759272,258.26953135742,251.16995126367,259.4351911543,264.45260364062,277.83870017252,288.34625804785,300.04772779962,314.68454944604,325.05495266016,338.86774018555,351.21570133008,345.40580198596,365.85675033919,363.8294040651,392.93203995048,417.74614235252,433.20913327197,446.85649988213,454.43498454453,433.24425315078,458.80455581836,473.52563011289,473.6884888126,481.61207581245,497.3298679105,525.87538164972,548.48344870563,583.31499755886,609.32040415456,619.23390432585,295.39266103945,340.83768581474,420.36647917152
CO2,ALB,Albania,4.8487804128495,4.8419121614034,5.523181837767,4.9567353661664,5.3336718512613,5.4283449221172,5.8010219796929,6.2054974533815,6.8260049127778,7.9412583107635,8.0780647101732,7.0753869866109,7.2755997403679,7.7950433525774,8.434416027874,8.0767628254155,8.1542264604422,8.2954975985379,8.2023156704833,7.9085645993229,6.6474285286997,4.3814847273763,2.3644708533094,2.2240970857825,2.3454991061113,2.0714007855785,2.0560234856965,1.5811662526342,1.9153878481282,3.0813552596688,3.2292544483714,3.4399752193142,4.0071862474454,4.2120213739193,4.4150307626995,4.1494085578388,4.135796223567,4.2456341435245,4.1959006861236,4.2758860367204,4.5585120658834,4.9608898416535,4.5351561372465,4.770769274194,5.1020335638453,4.8685811083464,4.5289718714447,5.3493090707354,5.2729676427934,4.9564327044736,4.3027515772795,4.358152749256,4.4862091880007
CO2,ANT,Curaçao,14.515782593635,14.51579873195,14.11395960511,15.608674101885,14.124013000912,10.196750706126,10.849146434874,10.983195738395,9.2718181936141,9.1824365461547,8.6777567284687,8.0420367084145,7.2958127895683,6.828843667936,6.6907127274646,4.4992057935059,4.2970829465897,3.965313373087,3.4593511908696,2.9567119468296,2.6663901002008,2.7658569590569,2.8834244183134,2.36696112493,2.6650488425168,2.6715634262571,2.7002035213052,5.3026937293119,5.4797208388464,5.4455614260661,5.6674779836441,5.6563046455056,5.4202055583177,5.426900664344,5.6331301963925,5.9103681034094,5.778788533611,6.2575607693019,6.1966043659163,5.8760456391061,4.2855573731026,5.5180410437343,5.6045627715878,5.1385782763708,5.6665841021374,5.7363382295391,4.9649609656082,4.0059274383985,3.2304260848564,2.5041016088841,2.0513810138699,1.9757747549055,2.0468336258994
CO2,ARE,United Arab Emirates,19.429210580932,25.394241372883,27.706988346152,35.79216089267,35.954350652483,36.622540582271,45.515622349925,45.809243397616,52.549731046642,37.817819559443,41.08115010985,38.004763276331,38.022758555761,36.75390137772,49.944885747445,51.776952610854,50.194317234548,52.026400063324,50.943127381943,56.880056737714,56.825621198052,64.650926219244,62.446299248623,65.840686038595,72.494652195142,77.329027438458,80.816767296343,84.224064862414,86.399458491274,89.081932871055,88.380190611965,101.18549720626,103.44924479752,108.7420579433,114.93867555999,122.37980745282,127.109163369,137.05692701295,164.16304628237,165.25666493802,171.87055792923,177.17294487468,185.86477635897,195.81600119726,198.82412191318,207.63822003479,213.20545509071,205.19614304414,187.90624834547,198.54201983885,201.00213919282,214.45128235124,218.79934779241
CO2,ARG,Argentina,87.006875029494,87.328373456595,89.171776896712,92.234971715608,92.76761309878,90.370481586918,95.022672675871,98.919050873454,98.023138800363,103.60420610163,101.0998111294,98.18726889619,97.309861466655,100.74341312143,100.17406067557,93.531310188316,100.86526392762,106.52805233915,110.25148174525,106.92926044031,99.531599665342,104.862332446,106.77772766098,110.70123118655,114.16838001729,115.74136792998,126.12088523718,130.3074979103,137.36036618854,139.28034732776,136.11360679081,130.49018036751,122.88987561496,134.15832685459,148.93047525519,152.77366752222,161.89005155201,171.30995674775,176.63778486776,163.38952683729,175.3995548354,184.25435388894,185.81898597282,191.63916938649,187.78874516355,193.75516362756,191.46938749844,188.43264351663,186.28344031519,177.54321991188,164.02615339012,181.45103890351,184.03721168471
CO2,ARM,Armenia,12.673604210483,13.018685820902,13.759170828284,14.554374216622,15.304851262252,16.320339027406,16.744236501239,17.16099573095,17.828211549066,18.297173923077,19.185288835203,19.027147993115,19.335228963893,19.209686201161,19.362271286868,19.486316290568,19.842099205142,20.423593822229,20.670165498193,20.611851679082,20.604678344923,21.464847887865,10.920077414656,5.0930647328926,2.8083474989332,3.5412326237262,2.5941002372213,3.3383948129717,3.4726610056591,3.1042029935127,3.5696123418169,3.6333183018391,3.1013362131024,3.4706788382939,3.7590192877375,4.4624796716343,4.445468887825,5.1540268083834,5.6482474851484,4.5018136955094,4.2988277800936,4.9037440356056,5.6692024704552,5.4812519197402,5.4722471659387,5.3341911191499,5.0789048675236,5.3807739502021,5.6947442703089,6.1819802937372,6.7037988882834,6.9278481375281,6.3265273597119
