Substance,Sector,EDGAR Country Code,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
CO2,Agriculture,BIH,Bosnia and Herzegovina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0062857131428571,0.015714282857143,0.021685710342857,0.010371426685714,0.013199998000044,0.029385710485884,0.020899997228685,0.026871424714399,0.017128569285821,0.021685711371542,0.0081714270857143,0.010371426685714,0.013199998457413,0.021371425714399,0.018857141143222,0.01885714097195,0.011628570115254,0.015399998743027,0.023571426800629,0.029385710828779,0.023414283457539,0.016499998028861,0.01964285482871,0.021813182532898,0.023303091288419
CO2,Agriculture,BLR,Belarus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.90859993141378,0.95914755591716,0.92085707438283,0.7904285043663,0.69823803102087,0.6998094426134,0.66942852123924,0.55350945764886,0.38657139226944,0.54743329155399,0.61647138275454,0.53711427046613,0.54910948214927,0.51956593725646,0.50241729320357
CO2,Agriculture,BRA,Brazil,1.1410142662486,1.1410142662486,1.1410142662486,1.1410142662486,1.1401761659487,1.2373952150763,1.4647285420093,1.9729808948272,1.9749713725657,2.1892094524655,2.4656237161896,1.9264665966037,1.8410332638601,1.4075285035041,2.0375141760259,1.9388284454147,2.4061712927795,2.3733284379345,2.0433284532026,1.9025284512149,2.0411808379581,2.1934522690033,2.1789951186373,2.6667141192437,3.0112760035238,2.9518760219938,3.3200093388177,3.7516283549378,3.8916426133634,4.07686162099,5.3530711311822,4.6631616770562,4.80239022872,6.1551805961615,5.5717091862205,5.0882853831027,5.5211091750232,7.1531424181846,6.306509084448,6.2800043922264,6.4277186124947,8.3606280455258,7.9279090184458,8.4147898778881,8.5960803127544,7.9800280297861,9.3096659318555,9.3658183486966,9.2282135819252,9.7931421787147,11.849461054161,12.548013373296,12.913076042859
CO2,Agriculture,CAN,Canada,0.61704760766005,0.61704760766005,0.61704760766005,0.61704760766005,0.65423808127516,0.70729998172179,0.7190856904341,0.84967139045844,1.0304904268779,1.2965856517275,1.300776121801,1.2710237357622,1.3931237175061,1.5789189312383,1.7538189126454,1.752090337138,1.5458665359188,1.5504236779046,1.5563427237871,1.5262236744808,1.4269617795753,1.5310951013135,1.5643570040557,1.727471273388,1.6494760275959,1.819347438649,1.9831426677698,2.1183378934093,2.0376712451021,2.0972807544451,2.0797855174392,2.1064998077265,2.2432140797996,2.2089569428803,2.0847617106285,1.9698378987613,2.4795045215553,2.4318902525026,2.3442045396922,2.491133087811,2.7662902059676,3.1803091988198,3.3202186876251,3.3173901352889,3.4866329618399,3.5876758250319,3.4063329782827,3.6551948540016,3.7151186609215,4.0347995561282,4.0768614414205,4.2791526886336,4.3975094159185
CO2,Agriculture,CHE,Switzerland and Liechtenstein,0.013619045676953,0.013619045676953,0.013619045676953,0.013619045676953,0.0042428563714286,0.011838093696185,0.024514283546453,0.031376187366062,0.038657138919201,0.043790471738823,0.042114281605318,0.041433329424198,0.045780949128415,0.051019043623852,0.052380948156835,0.052957138261568,0.05243332885187,0.050599995032205,0.051385709403834,0.058038090385979,0.048242853576049,0.034571425144931,0.037190473049777,0.037190473049777,0.054999995148703,0.036142853432406,0.042428567146754,0.036142852859154,0.03457142457344,0.03142856743052,0.042428566575263,0.032999995716234,0.026714282573377,0.031428568002011,0.037714282289611,0.054999996863177,0.053428569147194,0.040857141147006,0.031428569144994,0.033942856004777,0.026714284861103,0.068095236383886,0.059819047625524,0.060133333282667,0.046095237813406,0.053585714034015,0.058195237957577,0.048976190337817,0.015452380813337,0.013985714146113,0.013357142717353,0.013231428454496,0.013125828473696
CO2,Agriculture,CHL,Chile,0.055628568286481,0.055628568286481,0.055628568286481,0.055628568286481,0.040857139657608,0.027709521438389,0.027814282943109,0.022314282800126,0.037347614847904,0.046304754933493,0.054004755133669,0.048923803181233,0.025352377866834,0.052276183447891,0.070766657038451,0.087371416114663,0.14530474013385,0.16374283217196,0.18008568668628,0.1964285412006,0.23697139702984,0.21250949372475,0.23623806238206,0.27133330019226,0.27238091638244,0.34571424457382,0.37216662509899,0.36247615162378,0.38761900991013,0.36834281257389,0.31585709400094,0.32539042716302,0.33209518666765,0.39191422428679,0.39516184362023,0.36666660895337,0.36561899047722,0.38667613076307,0.37871422428653,0.36614279800082,0.29108091155811,0.29233805390182,0.29705233406833,0.29762852817614,0.30092852877662,0.2973666240143,0.29008566988804,0.29160471982377,0.33261899819697,0.33523804524458,0.36174280326513,0.37620298535148,0.39047500076462
CO2,Agriculture,CHN,China,4.6383330009512,4.6383330009512,4.6383330009512,4.6383330009512,4.1737140393499,5.6849043352335,5.7357138604903,6.8325708748612,7.8257134690077,9.8046656141057,10.814570180508,10.348379752796,10.85857011636,11.949665174718,13.284855500337,12.406426907978,11.921379356357,14.416388489325,16.394607190949,16.591664301233,17.796949914994,18.213902271352,19.050425901736,15.809093020373,17.881283359442,23.612282503778,24.634234664998,23.246663338949,23.794044176758,25.447710473387,24.127710576841,24.696567596253,31.126852674176,29.242186198445,29.978138186461,21.118058585693,23.503067700367,21.483310863231,20.46130628927,24.608881980141,21.370115859667,24.605896250593,25.313091465659,26.50936756419,22.587815926282,24.824534537919,18.242449735558,15.197755141541,15.377945567877,17.131869002442,16.28052150056,14.907250321674,13.682473498406
CO2,Agriculture,CIV,Côte d’Ivoire,0.0047142848571429,0.0047142848571429,0.0047142848571429,0.0047142848571429,0.0075428557714286,0.0076999986,0.0078571414285714,0.013357140428571,0.010999998,0.011471426485714,0.013357140428571,0.012571426285714,0.011471426485714,0.0081714270857143,0.0073857129428571,0.0043999992,0.0042428563714286,0.0034571422285714,0.0097428553714286,0.010528569514286,0.015871425685714,0.021999996,0.023571424285714,0.028285709142857,0.037714278857143,0.039285707142857,0.056571419430457,0.086428561438,0.075428564582743,0.048714279146629,0.054999992289486,0.041799993773691,0.087371420012069,0.032685708571806,0.069142853729371,0.051857138007543,0.084857140020743,0.062857137152286,0.037714280001886,0.065999992578971,0.070347614113545,0.05515713694859,0.068776183196682,0.097795232252783,0.11591903863481,0.081819040256893,0.088419039857157,0.066104756369833,0.052852375729395,0.11942855966844,0.082761895624977,0.082950466698594,0.083309925546556
CO2,Agriculture,CMR,Cameroon,0.032999999723714,0.032999999723714,0.032999999723714,0.032999999723714,0.032999999723714,0.032999999723714,0.01634285714776,0.045571428298914,0.051857142586514,0.03897142858312,0.039914283150589,0.05515714107072,0.051699999757943,0.066942855846486,0.058142856874114,0.03881428392296,0.0094285709735029,0.024671428550211,0.031428569148514,0.027028569948514,0.024199999034229,0.017285713432343,0.0075428557714286,0.017128569687977,0.021999997144743,0.021999997144743,0.026714282001886,0.0205857116876,0.021895235640023,0.045414281577161,0.028757139116385,0.054476185797386,0.032476188881768,0.021999997828949,0.054214281350149,0.037819043908454,0.029490474910138,0.040176188397738,0.024199998118434,0.049290474744543,0.05007618877275,0.049761901054894,0.048871425523023,0.055576186857307,0.061180948048169,0.074590470830509,0.068199993665905,0.083233325944568,0.064899995181523,0.098109516310102,0.081609517020968,0.08301332625906,0.084483797418166
CO2,Agriculture,COL,Colombia,0.16201426025828,0.16201426025828,0.16201426025828,0.16201426025828,0.16028568977247,0.14158569666015,0.1890428311801,0.19218569020911,0.16719997674927,0.20994283109444,0.21161902191356,0.18857140572258,0.19642854663875,0.19904759471645,0.23539997030053,0.24283806599825,0.28112853593255,0.32078091154421,0.349380905545,0.37028090506054,0.45026660743454,0.42239994419714,0.36865709442105,0.35718566885025,0.37829519309075,0.37033328832869,0.32790472421753,0.33429519800417,0.39008090592027,0.41569518949533,0.45508566288892,0.42669518743501,0.43004756553845,0.40108090032305,0.47090470336623,0.48295232669851,0.45833328050418,0.49437137094423,0.35912377241309,0.4908618460285,0.45037137516869,0.5483237524284,0.48619994282772,0.52705708249518,0.55062850975495,0.85113801192796,0.73134278321042,0.68079516607065,0.62506183592212,0.53009517493233,0.65790469270613,0.64234755267756,0.62742579089273
CO2,Agriculture,CRI,Costa Rica,0.05342856743272,0.05342856743272,0.05342856743272,0.05342856743272,0.05342856743272,0.054999997434669,0.04164285414688,0.069142852006097,0.072285709720509,0.059714282868583,0.058457142005299,0.059714284346893,0.072285712572686,0.076999995715354,0.054999996515002,0.064742852343624,0.072599994915178,0.059871424543611,0.085799994687902,0.09507142157344,0.065685710459091,0.068357135001383,0.073857134287129,0.065999993145183,0.10057141828835,0.0895714185774,0.12587141700617,0.14142855886563,0.13985712943517,0.10999999257985,0.11942856115291,0.084857132007543,0.062857133718057,0.046671422260726,0.086061895024097,0.10004761191126,0.12047617905317,0.10790475619553,0.12225713571982,0.1178571300595,0.097009513240105,0.2191618910556,0.15064761002423,0.10161904442601,0.15949998963361,0.16646665547598,0.16416189534244,0.15955237056323,0.21884760254875,0.18946188793791,0.15567617870887,0.15630475002315,0.15693942397156
CO2,Agriculture,CUB,Cuba,0.4635714186676,0.4635714186676,0.4635714186676,0.4635714186676,0.49814284723972,0.526428561526,0.69142855727831,0.7511428292868,0.76528568386703,0.97428569214903,0.96642854821646,1.0682571105046,0.91268567752343,0.80189996862255,0.96925711786291,0.98559997632967,1.0445285401341,0.84731424907638,0.79922853117154,0.98119994628545,0.86585711355177,0.76999997726134,0.69692855684189,0.36771427718447,0.25457141947666,0.24566665495601,0.27133332420018,0.32633331648262,0.28547617706593,0.19889047073882,0.22083808907727,0.091142842516435,0.058142847486167,0.024880949611125,0.027028566743234,0.12424761476743,0.17191428000369,0.13954285337416,0.10512856180333,0.10905713377367,0.1084809417846,0.12519046304973,0.12697142000547,0.13168570377484,0.16468569863542,0.14362856132203,0.10675237290089,0.1149237972401,0.060971424230545,0.035985711915449,0.032371427658218,0.032371427658218,0.032371427658218
CO2,Agriculture,CYP,Cyprus,0.042114285269023,0.042114285269023,0.042114285269023,0.042114285269023,0.010999999946063,0.040228570982743,0.028285713721829,0.013828570860349,0.010528570887977,0.0095857139165486,0.0081714282304571,0.0081714282304571,0.0081714282304571,0.013514285202678,0.014142856688587,0.013671428202873,0.013042856716787,0.017128570888461,0.015871428088266,0.016028571030784,0.015871428202037,0.01571428543079,0.019799999659965,0.016657142573666,0.016185713973478,0.015242856887575,0.016814285459387,0.011628571258589,0.01304285694468,0.01367142837344,0.010685714115713,0.010214285572849,0.0095857141442651,0.010371428457338,0.011785714143605,0.00628571428672,0.0091142855439006,0.004609523810144,0.0056571428004589,0.0040857141147006,0.0054999998577651,0.0061285711724029,0.0067571426011629,0.0031428568575263,0.00549999940022,0.0040857139429011,0.0045571424859406,0.0036142854000377,0.0058142853429326,0.0032999996285966,0.0050285709714789,0.005154285234336,0.005286285210336
CO2,Agriculture,CZE,Czechia,0.68641795848443,0.68641795848443,0.68641795848443,0.68641795848443,0.57437243849665,0.59793818855934,0.6240701721091,0.64900026822997,0.73184088729764,0.73884457365482,0.81449252004004,0.78795818202335,0.75874562365055,0.78760369728589,0.77507487072072,0.75350130926825,0.58209877508634,0.40366940722786,0.55847494799408,0.61541654641534,0.52455547157218,0.23184603760792,0.21764695394877,0.21226129208946,0.13514285329057,0.17479522935943,0.25598569886103,0.21240475374472,0.23304284835247,0.19585237060749,0.28856665805605,0.30082379547565,0.27206665510357,0.24535236824753,0.2761523675147,0.23309522470329,0.19066665469028,0.22115236675201,0.16604761193722,0.1450952309809,0.24304760193766,0.20795235954321,0.20219046363755,0.29176187706273,0.33895711125264,0.28238567821769,0.28243806045628,0.29715712030143,0.19799997733,0.16405712561423,0.14540950856505,0.12336609512069,0.10844628379563
CO2,Agriculture,DEU,Germany,1.5579142726303,1.5579142726303,1.5579142726303,1.5579142726303,1.5434571341183,1.3305285324772,1.6114999112221,1.620142764504,1.5267999049865,1.593271337842,1.6259570465283,1.6327141856384,1.5761427673527,1.5239713471222,1.4763570702941,1.5085713491209,1.6166856141478,1.5637284734784,1.597357046119,1.6751427677831,0.45052851584337,0.51280947556747,0.44838090955446,0.41014281631054,0.55052375500139,0.4583332701927,0.29307137528571,0.30847137248571,0.34068565234286,0.36362850531429,0.45885705942857,0.44471420485714,0.44785706142857,0.483999912,1.2426856396779,1.2851142102606,0.82877134325053,0.87402848554888,1.009171305986,0.832857062975,1.06432846377,1.0800427683473,1.0598760887022,1.1039808505611,1.1969046309897,1.2637427324307,1.1919808372017,1.2335189649945,0.88560469458304,0.84024279465996,0.73427614127906,0.65117901353048,0.59354061182678
CO2,Agriculture,DNK,Denmark,0.0078571421154171,0.0078571421154171,0.0078571421154171,0.0078571421154171,0.0039285714011314,0.0072285711445543,0.010842856316171,0.0087999993157943,0.0092190467059017,0.0098476180201874,0.013147617305713,0.01361904590555,0.017076188134121,0.01676190236268,0.013723807638866,0.011942855657922,0.011314284457935,0.014142855486519,0.014457141372434,0.024304759277443,0.027133331221646,0.023833331478575,0.025142854859154,0.029857139716297,0.032476187621143,0.069666665242851,0.094809522957703,0.11209523753303,0.11523809467419,0.11523809467419,0.12833333306071,0.094809523532714,0.069666665244611,0.082238093819811,0.068095236387406,0.068095235815914,0.058561899906103,0.056361901906103,0.051857141436491,0.10999999430313,0.069666666392874,0.066523809249954,0.060238094964114,0.050809523533594,0.059452380708719,0.071761904491674,0.056257142581674,0.075585714102164,0.073699999816412,0.10916190467391,0.055471428439697,0.055314285611126,0.057922857063111
CO2,Agriculture,DOM,Dominican Republic,0.12697142574467,0.12697142574467,0.12697142574467,0.12697142574467,0.088157141767378,0.12482380678273,0.09161428525499,0.12791428329111,0.1032428544548,0.11502856859946,0.10842856888367,0.1115714254551,0.11419047307244,0.10114761595789,0.11927142531237,0.11906190093048,0.1179619016457,0.13116190164826,0.097271425877798,0.1418476147926,0.13011427762125,0.16395237327045,0.12990475541436,0.11859046969756,0.13179046867037,0.15452380240966,0.17599999318082,0.18380475362809,0.16919046851059,0.16211903882108,0.13336189535555,0.18479999055002,0.17537141923345,0.15059523101047,0.16913808787358,0.1307428503101,0.18469522881671,0.10711904023481,0.14184761176071,0.18893808301524,0.18773332457114,0.14389046704327,0.17882856169203,0.13839046855902,0.19029999086551,0.16719999042974,0.18485237101453,0.16845713339839,0.18841427262767,0.18364760804861,0.20774284414675,0.21151427203247,0.21548419612269
CO2,Agriculture,DZA,Algeria,0.22125714234899,0.22125714234899,0.22125714234899,0.22125714234899,0.16531428520325,0.17186190473677,0.18406666667035,0.17987619047979,0.16751428571764,0.16458095238442,0.22335238021391,0.16583809524141,0.13000952381248,0.14205714285998,0.22942857143316,0.23885714286192,0.26106666667189,0.2159142857186,0.12540000000251,0.10151428571632,0.13828571428848,0.08485714285884,0.08957142857322,0.16185714286038,0.11502857143087,0.019171428571812,0.02985714285774,0.0314285714292,0.090200000004092,0.084123808669487,0.078152380384213,0.078152380384213,0.11408571343428,0.11157142771994,0.036142850571429,0.0337857092876,0.039285711717253,0.031428569148514,0.0172857122876,0.027342852285903,0.059504752077355,0.066995228241343,0.084333320479103,0.11099523401393,0.18914760337153,0.21067617288586,0.17505712577481,0.1441523711854,0.23330474203437,0.18039997760449,0.16133331905455,0.1576876054317,0.15421105292094
CO2,Agriculture,ECU,Ecuador,0.053009517985419,0.053009517985419,0.053009517985419,0.053009517985419,0.061547614915569,0.026242855231878,0.10046665461918,0.11570950933403,0.072180942270694,0.079985703177086,0.070138085498561,0.057828564002979,0.04866189747689,0.077680942182792,0.072285705145233,0.068042847286695,0.049133326192081,0.041747613020275,0.054004754907008,0.073228559944642,0.062542847946264,0.071761893621017,0.0906714199818,0.087999989145183,0.087476179907109,0.1005714154309,0.1131428422881,0.1619618863072,0.14891902673665,0.12780951084028,0.11665236566732,0.17327617104895,0.2126666375275,0.20894758965156,0.25027615905374,0.083285703771938,0.18878093021315,0.23330473631242,0.22953330459666,0.18081902230824,0.19260473256852,0.25870949407544,0.27389996758302,0.30826186920558,0.35545710750407,0.35676662614462,0.54271900136245,0.38835234899218,0.47813328753938,0.42559520199617,0.47661424888191,0.50058377342938,0.52749551281039
CO2,Agriculture,EGY,Egypt,0.82578567975826,0.82578567975826,0.82578567975826,0.82578567975826,0.83285710865471,0.75114282749489,0.81824282481825,0.8622428210406,0.95071423869438,1.3517428086723,1.44665708096,1.3683999212173,1.4265427714688,1.3658856189173,1.3435713317921,1.3985713274718,1.9693141626839,1.9155713081521,1.9889570316059,1.9660141715443,1.9286141852875,2.033428471599,1.8637141851937,2.0931427521007,1.8681141980186,2.6242855973057,2.4691855796391,2.3728570286767,2.5111427138121,2.3150284216552,2.6132855455379,2.7484283752537,2.6519426635191,2.5122426219769,3.0377283249083,2.94485691551,2.6673950048706,2.4666712215906,2.4626378824384,2.659275990569,2.5563474041825,2.5928569172491,2.1206426364036,2.2492378730257,2.2649521524539,2.4841140400755,2.7013902117425,2.7936854515408,2.9486807068687,2.7369569039231,2.7980330687235,2.9183482324798,2.9726866393973
CO2,Agriculture,ESP,Spain and Andorra,1.1007856951282,1.1007856951282,1.1007856951282,1.1007856951282,0.94018569043593,1.1249856847146,1.1432142531536,0.99251425097054,1.1336285275014,1.1832856665828,1.1317428087302,1.1290713842029,1.035519006089,1.0199618622816,1.2131428078795,1.3199999422934,1.731399944654,1.7759761191367,1.7221285042913,1.6278951573129,1.5007142150523,1.4306808786317,1.1235713764362,1.2817618503368,1.3247142404445,1.5195713701436,1.5787618380733,1.3964761129098,1.4582856304341,1.5148570613032,1.4488570544493,1.4483332537836,1.4425713516021,1.5295237188315,1.373952306541,1.2492856472925,1.195333264912,1.1221570728686,0.99843327901418,1.0068665953555,1.0380856332613,0.76617612618622,1.0403380060654,1.1839665731163,1.1806665868223,1.0816665808003,1.2000475286222,1.4325665690702,1.1069142021836,1.1296475363141,1.0888427756362,1.1216745412236,1.116917473035
